cod,NOMBRE,DEPTO,MPIO,LATITUD,LONGITUD,FECHA_INST,FECHA_SUSP
52010160,MESA LA   [52010160],CAUCA,PATÍA (El Bordo),2.2616388889,-77.1195555556,15/08/1992,
52010180,PATIA [52010180],CAUCA,PATÍA (El Bordo),2.0686388889,-77.0528611111,15/11/1994,
52010190,ESTRELLAS LAS [52010190],CAUCA,SOTARÁ (Paispamba),2.1722222222,-76.6105555556,15/06/1994,
52015010,PAISPAMBA    [52015010],CAUCA,SOTARÁ (Paispamba),2.2497222222,-76.6119444444,15/06/1994,
52015020,FONDA LA CITEC  ,CAUCA,PATÍA (El Bordo),2.1460555556,-77.0459444444,15/03/1974,01/06/2013
52015050,BALBOA AUTOMATICA ,CAUCA,BALBOA,2.0327777778,-77.2216666667,27/09/2005,
52017001,PUERTO NUEVO - PATIA ,NARIÑO,LEIVA,1.9088888889,-77.2463888889,15/07/1972,
52017010,PUENTE GUASCAS ,NARIÑO,POLICARPA,1.5942777778,-77.4293611111,15/09/1965,
52017030,FONDA LA [52017030],CAUCA,PATÍA (El Bordo),2.1477777778,-77.0466666667,15/06/1974,
52017040,PTE BALBOA [52017040],CAUCA,BALBOA,1.9833333333,-77.1666666667,15/07/1972,15/11/1973
52017050,SALADITO [52017050],CAUCA,TIMBÍO,2.3345833333,-76.6201111111,15/11/1990,26/02/2003
52017060,LOMA ALTA [52017060],CAUCA,BALBOA,1.9626388889,-77.199,15/11/1994,28/08/2015
52017070,BOCATOMA SAJANDI ,CAUCA,PATÍA (El Bordo),2.2166666667,-77.0575,15/11/1994,
52017080,PUENTE CARRETERA ,CAUCA,BALBOA,1.9722222222,-77.21,15/11/1994,
52017120,HOYO EL   [52017120],CAUCA,PATÍA (El Bordo),2.2086111111,-77.0088888889,15/11/1994,
52017130,PTE COLGANTE TIMBIO  ,CAUCA,PATÍA (El Bordo),2.2180555556,-77.0044444444,15/12/1994,
52020010,GUACHICONO    [52020010],CAUCA,BOLÍVAR,2.0463888889,-77.0030555556,15/03/1971,
52020020,VEGA LA [52020020],CAUCA,LA VEGA,2.005,-76.7816666667,15/03/1971,
52020030,ESTRECHO EL   [52020030],CAUCA,PATÍA (El Bordo),1.9627777778,-77.1202777778,15/03/1971,
52020040,CANEY EL MOJARRAS  ,CAUCA,MERCADERES,1.8996944444,-77.2395,15/04/1965,28/08/2014
52020050,RODEO EL [52020050],CAUCA,BOLÍVAR,1.8801666667,-76.9916111111,15/02/1967,
52020060,PATIA [5202006],CAUCA,PATÍA (El Bordo),2.0333333333,-77.05,15/03/1971,15/04/1971
52020070,SANTIAGO [52020070],CAUCA,SAN SEBASTIÁN,1.8141666667,-76.7828888889,15/03/1971,
52020100,SIERRA LA [52020100],CAUCA,LA SIERRA,2.1666666667,-76.7666666667,15/10/1965,15/11/1972
52020110,BOLIVAR BOQUERON ,CAUCA,BOLÍVAR,1.8333333333,-77,15/09/1965,15/05/1972
52020120,MERCADERES [52020120],CAUCA,MERCADERES,1.7833333333,-77.15,15/06/1965,15/04/1971
52020180,QUEBRADILLAS [52020180],CAUCA,ALMAGUER,1.9509722222,-76.7329166667,15/06/1994,
52020190,GUACHICONO [52020190],CAUCA,LA VEGA,2.03,-76.6734166667,15/06/1994,
52025010,BOLIVAR [52025010],CAUCA,BOLÍVAR,1.8299444444,-77.0040277778,15/06/1971,
52025020,MILAGROS LOS [52025020],CAUCA,BOLÍVAR,1.7533333333,-76.8916666667,15/08/1972,
52025030,MERCADERES [52025030],CAUCA,MERCADERES,1.7604166667,-77.1586666667,15/03/1971,
52025040,SAJANDI [52025040],CAUCA,PATÍA (El Bordo),2.0833333333,-77.0166666667,15/06/1971,15/12/1974
52025050,SIERRA LA [52025050],CAUCA,LA SIERRA,2.1938333333,-76.7503333333,15/05/1971,
52025060,GJA EXP UNIV NARIN ,CAUCA,MERCADERES,1.9053888889,-77.1926944444,15/08/1992,
52025070,VOLCAN SOTARA ,CAUCA,SOTARÁ (Paispamba),2.0663333333,-76.6287777778,31/08/2007,29/09/2010
52025080,ESTRECHO PATIA   ,CAUCA,PATÍA (El Bordo),1.9627777778,-77.1202777778,01/03/2004,
52025090,LA SIERRA AUTOM  ,CAUCA,LA SIERRA,2.1938333333,-76.7503333333,23/09/2005,
52027010,GUACHICONO    [52027010],CAUCA,BOLÍVAR,2.0463888889,-77.0030555556,15/08/1992,
52027020,PLAYA LA [52027020],CAUCA,BOLÍVAR,1.967,-77.0088611111,15/06/1994,
52027030,PTE FIERRO - GUACHICONO  ,CAUCA,PATÍA (El Bordo),2.1565,-76.899,15/06/1994,
52030010,HIDROMAYO CASA MAQ ,NARIÑO,COLÓN (Génova),1.6666666667,-77,15/01/1965,15/11/1985
52030020,PRESA HIDROMAYO ,NARIÑO,COLÓN (Génova),1.65,-77,15/03/1971,31/03/2008
52030030,UNION LA [52030030],NARIÑO,LA UNIÓN,1.5830555556,-77.1326666667,15/01/1959,
52030060,HIDROMAYO CAMP   ,NARIÑO,COLÓN (Génova),1.6656388889,-77.0149722222,15/01/1958,
52030070,CRUZ LA 1 [52030070],NARIÑO,LA CRUZ,1.6,-76.9833333333,15/04/1960,15/12/1971
52030080,TAMINANGO [52030080],NARIÑO,TAMINANGO,1.55,-77.2833333333,15/09/1965,31/03/2008
52030090,CRUZ LA   [52030090],NARIÑO,LA CRUZ,1.5952777778,-76.8341666667,15/03/1971,
52035020,VIENTO LIBRE   [52035020],NARIÑO,TAMINANGO,1.6185,-77.3436111111,15/04/1986,
52035040,VIENTO LIBRE AUTOM  ,NARIÑO,TAMINANGO,1.6185,-77.3436111111,01/03/2004,
52037010,CAÑADA LA [52037010],NARIÑO,COLÓN (Génova),1.6656666667,-77.0147222222,15/07/1960,
52040030,CHACHAGUI [52040030],NARIÑO,CHACHAGUÍ,1.3666666667,-77.2833333333,15/07/1958,15/06/2002
52040040,BUESACO [52040040],NARIÑO,BUESACO,1.4041666667,-77.1497222222,15/08/1958,
52040050,APONTE [52040050],NARIÑO,EL TABLÓN,1.3973333333,-77.0305277778,15/08/1972,
52040060,ROSAL DEL MONTE  ,NARIÑO,BUESACO,1.2873055556,-77.1740555556,15/08/1972,
52040070,NARIÑO [52040070],NARIÑO,NARIÑO,1.2827777778,-77.355,15/07/1958,
52040090,BUESACO [52040090],NARIÑO,BUESACO,1.3833333333,-77.1333333333,15/01/1967,15/04/1970
52040110,PASTO [5204011],NARIÑO,PASTO,1.2166666667,-77.2666666667,15/06/1942,15/09/1970
52040160,BERRUECOS [5204016],NARIÑO,ARBOLEDA (Berruecos),1.5052777778,-77.1353055556,15/03/1980,
52040170,TERRAZA LA   [52040170],NARIÑO,PASTO,1.2251111111,-77.2833888889,15/05/2000,
52045010,OBONUCO [52045010],NARIÑO,PASTO,1.1982222222,-77.3030833333,15/05/1953,
52045020,APTO ANTONIO NARIÑO  ,NARIÑO,CHACHAGUÍ,1.3940833333,-77.2908611111,15/11/1957,
52045030,SAN BERNARDO ,NARIÑO,SAN BERNARDO,1.5387222222,-77.0326111111,15/09/1972,
52045040,TAMINANGO [52045040],NARIÑO,TAMINANGO,1.5491666667,-77.2675,15/10/1972,
52045060,VIVERO CORFONAR ,NARIÑO,PASTO,1.2166666667,-77.2333333333,15/09/1984,15/04/1997
52045070,WILQUIPAMBA [52045070],NARIÑO,PASTO,1.1979722222,-77.1928611111,15/05/1990,
52045080,UNIV DE NARIÑO  ,NARIÑO,PASTO,1.2251111111,-77.2833888889,13/04/2004,
52045090,COMUN EL AUTOMATICA ,NARIÑO,PUPIALES,0.9326388889,-77.6295833333,27/04/2007,
52045501,SOLMAFORO PASTO AUTOM ,NARIÑO,PASTO,1.2323333333,-77.2851388889,01/12/2014,
52047010,UNIVERSIDAD [5204701],NARIÑO,PASTO,1.2343333333,-77.2929444444,15/08/1970,
52047020,PUENTE JUANAMBU   ,NARIÑO,CHACHAGUÍ,1.5174722222,-77.3103333333,15/09/1980,
52047030,BOCATOMA CENTENARIO ,NARIÑO,PASTO,1.2013888889,-77.2477777778,15/07/1988,
52047040,PROVIDENCIA [5204704],NARIÑO,CHACHAGUÍ,1.4319444444,-77.3005555556,15/07/1988,
52050010,PENOL EL [52050010],NARIÑO,EL PEÑOL,1.4544444444,-77.4394444444,15/09/1965,
52050020,SAMANIEGO    [52050020],NARIÑO,SAMANIEGO,1.3414444444,-77.5914166667,15/01/1958,
52050030,SAMANIEGO [52050030],NARIÑO,SAMANIEGO,1.3414444444,-77.5914166667,15/01/1958,
52050040,SANDONA [52050040],NARIÑO,SANDONÁ,1.32225,-77.4791944444,15/09/1963,
52050050,GUACHAVES [52050050],NARIÑO,SANTA CRUZ (Guachavés),1.2206388889,-77.6796666667,15/07/1972,
52050060,RIO BOBO   [52050060],NARIÑO,PASTO,1.0995,-77.2997222222,15/01/1965,
52050070,TUQUERRES [52050070],NARIÑO,TÚQUERRES,1.1,-77.6,15/01/1958,15/02/1987
52050080,TANGUA [52050080],NARIÑO,TANGUA,1.0941666667,-77.3919722222,15/01/1957,
52050090,IMUES [52050090],NARIÑO,IMUÉS,1.05525,-77.4995555556,15/01/1957,
52050100,GUALMATAN [52050100],NARIÑO,GUALMATÁN,0.9066666667,-77.5813888889,15/07/1972,
52050110,CUMBAL [52050110],NARIÑO,CUMBAL,0.908,-77.7871111111,15/01/1958,
52050120,PUERRES    [52050120],NARIÑO,PUERRES,0.88825,-77.5029166667,15/08/1971,
52050130,CHILES [52050130],NARIÑO,CUMBAL,0.8116666667,-77.8483333333,15/07/1972,
52050140,VIVERO LINARES ,NARIÑO,LINARES,1.3480555556,-77.5261111111,15/04/1980,
52050170,AGROYACO [5205017],NARIÑO,EL TAMBO,1.1166666667,-77.3333333333,15/05/1966,15/08/1969
52050190,STA ROSA POTOSI ,NARIÑO,POTOSÍ,0.81625,-77.5685277778,15/06/1995,
52055010,APTO SAN LUIS [52055010],NARIÑO,ALDANA,0.8570833333,-77.67775,15/07/1941,
52055020,PARAISO EL [52055020],NARIÑO,TÚQUERRES,1.0706111111,-77.6368888889,15/07/1968,
52055030,BOMBONA [52055030],NARIÑO,CONSACÁ,1.1843611111,-77.4651111111,15/09/1968,
52055040,BOTANA [52055040],NARIÑO,PASTO,1.16,-77.2788055556,15/05/1979,
52055060,TANAMA [52055060],NARIÑO,SAMANIEGO,1.3735555556,-77.5830555556,15/06/1972,
52055080,COBENAS [52055080],NARIÑO,PASTO,1.2,-77.1666666667,15/02/1986,15/05/1990
52055090,SINDAGUA [52055090],NARIÑO,TANGUA,1.1075833333,-77.3893611111,15/07/1987,
52055100,VILLA ROSA [5205510],NARIÑO,SAPUYES,1.0305,-77.6382777778,15/04/1990,08/05/2006
52055110,CHIMAYOY [52055110],NARIÑO,PASTO,1.2633333333,-77.2844444444,15/02/2003,15/02/2003
52055150,CERRO PARAMO ,NARIÑO,PUERRES,0.8431111111,-77.3888055556,09/12/2005,
52055160,VOLCAN CHILES ,NARIÑO,CUMBAL,0.8465833333,-77.9212222222,17/12/2005,
52055170,LA JOSEFINA AUTOMATICA ,NARIÑO,CONTADERO,0.9303055556,-77.4911944444,10/12/2005,
52055200,FUNES [52055200],NARIÑO,FUNES,1.0042222222,-77.4458055556,01/09/2009,
52055210,BOTANA AUTOM   ,NARIÑO,PASTO,1.16,-77.2788055556,01/03/2004,
52055220,EL PARAISO AUTOM  ,NARIÑO,TÚQUERRES,1.0706111111,-77.6368888889,01/03/2004,
52055230,APTO SAN LUIS AUTOMATICA ,NARIÑO,ALDANA,0.8570833333,-77.67775,06/11/1997,
52057010,PILCUAN [52057010],NARIÑO,IMUÉS,1.0217777778,-77.4728055556,15/10/1979,
52057020,ANCUYA [5205702],NARIÑO,CONSACÁ,1.2666666667,-77.5166666667,15/10/1963,15/03/2002
52057030,AGROYACO    [52057030],NARIÑO,LOS ANDES (Sotomayor),1.5743888889,-77.4419722222,15/10/1967,
52057040,CARLOSAMA [52057040],NARIÑO,CUASPUD (Carlosama),0.8441666667,-77.6858888889,15/12/1955,
52057050,SAN PEDRO [5205705],NARIÑO,EL TAMBO,1.383,-77.4822777778,15/02/1980,
52057060,YUNGUILLA [52057060],NARIÑO,SAMANIEGO,1.3533333333,-77.5835,15/06/1980,
52057070,BOQUERON [52057070],NARIÑO,POTOSÍ,0.8166666667,-77.55,15/06/1984,15/11/1986
52057100,Rumichaca - Aut ,NARIÑO,IPIALES,0.8137861111,-77.6619777778,15/11/2016,
52060010,BARBACOAS [52060010],NARIÑO,BARBACOAS,1.6727222222,-78.1351666667,15/06/1959,15/08/1972
52060040,VERGEL EL [52060040],NARIÑO,LA LLANADA,1.5291666667,-77.6416944444,15/09/1983,
52060050,SANDE EL [52060050],NARIÑO,SANTA CRUZ (Guachavés),1.4047222222,-77.7758333333,15/09/1984,
52065020,BARBACOAS    [52065020],NARIÑO,BARBACOAS,1.6727222222,-78.1351666667,15/09/1972,
52067010,SALI AUTOMATICA ,NARIÑO,BARBACOAS,1.6854722222,-77.9778888889,15/11/1980,
52067030,VERGEL EL   [52067030],NARIÑO,LOS ANDES (Sotomayor),1.5297222222,-77.6469444444,15/09/1984,
52067040,SANDE EL   [52067040],NARIÑO,SANTA CRUZ (Guachavés),1.4005555556,-77.7680555556,01/03/2015,
52070010,MAGUI    [52070010],NARIÑO,MAGÜÍ (Payán),1.765,-78.1838888889,15/09/1983,
52070020,RICAURTE [52070020],NARIÑO,MAGÜÍ (Payán),1.9,-78.0833333333,15/09/1983,31/03/2008
52070030,LLANO VERDE [52070030],NARIÑO,POLICARPA,1.7397222222,-77.5277777778,15/04/1987,
52070040,NORTES LOS AUTOMATICA ,NARIÑO,CUMBITARA,1.7411111111,-77.5311111111,19/02/2009,12/11/2010
52077010,PTE PUSMEO AUTOM  ,NARIÑO,CUMBITARA,1.6240555556,-77.4789166667,15/09/1965,
52077020,LOS NORTES AUTOMATICA ,NARIÑO,CUMBITARA,1.7411111111,-77.5311111111,15/09/1984,
52080010,PISANDA    [52080010],NARIÑO,CUMBITARA,1.6513888889,-77.5055555556,15/04/1966,
52080020,POLICARPA [52080020],NARIÑO,EL ROSARIO,1.6333333333,-77.45,15/05/1966,15/10/1971
52090010,SALAHONDA    [52090010],NARIÑO,FRANCISCO PIZARRO ,2.0388888889,-78.6583333333,15/09/1983,
52090020,REMOLINO GRANDE ,NARIÑO,ROBERTO PAYÁN (San ,2.1903611111,-78.4163888889,15/09/1983,
53010020,MOSQUERA [53010020],NARIÑO,MOSQUERA,2.5050833333,-78.4545277778,15/09/1983,
53020010,CHARCO EL   [53020010],NARIÑO,EL CHARCO,2.4418888889,-78.0913333333,15/09/1983,
53020020,SAN JOSE DE TAPAJE ,NARIÑO,MAGÜÍ (Payán),2.0792777778,-78.1128611111,15/09/1983,
53040010,BOCAS DE NAPI ,CAUCA,GUAPI,2.4856666667,-77.773,15/10/1979,
53040020,PLAYA CHACON [53040020],CAUCA,TIMBIQUÍ,2.6833333333,-77.7166666667,15/09/1966,15/12/1970
53045010,BONANZA [53045010],CAUCA,GUAPI,2.5666666667,-77.8833333333,15/10/1966,31/03/2008
53045030,APTO GUAPI   [53045030],CAUCA,GUAPI,2.5744166667,-77.89475,15/10/1978,
53045040,APTO GUAPI AUTOM  ,CAUCA,GUAPI,2.5744166667,-77.89475,01/03/2004,
53047010,SANGARAL    [53047010],CAUCA,GUAPI,2.5073611111,-77.69325,15/02/1981,
53050020,TIMBIQUI [53050020],CAUCA,TIMBIQUÍ,2.7736111111,-77.6636111111,15/01/1967,
53060010,BOCAS DE PATIA ,CAUCA,TIMBIQUÍ,2.78875,-77.4661666667,15/10/1979,
53060020,SAIJA [53060020],CAUCA,TIMBIQUÍ,2.8718055556,-77.6216666667,15/09/1966,15/05/2011
53070010,HONDURAS [53070010],CAUCA,EL TAMBO,2.6666666667,-77.2666666667,15/03/1960,15/03/1983
53070030,PTO LOPEZ [53070030],CAUCA,LÓPEZ,2.8452777778,-77.2489722222,15/04/1960,
53070040,CAMP EL PORVENIR ,CAUCA,EL TAMBO,2.7666666667,-77.0666666667,15/05/1987,15/08/1988
53070050,NOANAMITO    [53070050],CAUCA,LÓPEZ,3.0771388889,-77.5360555556,15/02/1980,
53070060,HONDURAS    [53070060],CAUCA,EL TAMBO,2.6396111111,-77.1549444444,15/10/1987,
53070070,SAN JUAN DE MICAY ,CAUCA,EL TAMBO,2.65,-77.2833333333,15/10/1987,15/12/1987
53070110,PIEDRAS LAS [53070110],CAUCA,EL TAMBO,2.4166666667,-77.1833333333,15/01/1967,15/01/1976
53075010,PORVENIR EL [53075010],CAUCA,EL TAMBO,2.7166666667,-77.1666666667,15/10/1987,15/12/1991
53075020,EL DIVISO AUTOMATICA ,CAUCA,ARGELIA,2.3114166667,-77.2587777778,29/09/2005,
53077010,ANGOSTURA RIO MICAY  ,CAUCA,LÓPEZ,2.8012222222,-77.2410277778,15/03/1960,
53077020,GUAYABAL    [53077020],CAUCA,LÓPEZ,2.9936111111,-77.4913888889,15/03/1981,
53077030,ANGOSTURA [53077030],CAUCA,LÓPEZ,2.9,-77.1,15/02/1980,15/05/1988
53077060,MONO EL   [53077060],CAUCA,LÓPEZ,2.9200555556,-77.2236944444,15/09/1984,
53080020,CONCHA LA   [53080020],CAUCA,LÓPEZ,3.1673611111,-77.1357222222,15/02/1980,
57020010,ALTO DE LOS MICOS ,CAUCA,GUAPI,3,-78.1833333333,15/05/1986,15/12/1991
57020020,GORGONILLA [57020020],CAUCA,GUAPI,2.9833333333,-78.1833333333,15/05/1986,15/07/1986
57025010,GORGONA [57025010],CAUCA,GUAPI,2.9629444444,-78.1743611111,15/05/1986,
57025020,GORGONA GUAPI   ,CAUCA,GUAPI,2.9629444444,-78.1743611111,18/09/2005,
57027010,GORGONA LA PLAYA  ,CAUCA,GUAPI,2.9638888889,-78.1741666667,15/05/1986,
57027020,GORGONA BOCATOMA ,CAUCA,GUAPI,3.0166666667,-78.1666666667,15/05/1986,15/07/1995
16010010,VILLA DEL ROSARIO  ,NORTE DE SANTANDER,VILLA DEL ROSARIO,7.8177777778,-72.4777777778,15/01/1972,
16010020,DONJUANA LA 2 [16010020],NORTE DE SANTANDER,BOCHALEMA,7.6972222222,-72.6013888889,15/04/1973,
16010040,STA RITA [16010040],NORTE DE SANTANDER,CÚCUTA,8.1855555556,-72.3683333333,15/09/1963,
16010050,ALTO VIENTO [16010050],NORTE DE SANTANDER,CÚCUTA,8.1666666667,-72.4833333333,15/03/1934,15/03/2002
16010060,JARRA LA [16010060],NORTE DE SANTANDER,CÚCUTA,8.2019444444,-72.4322222222,15/05/1963,
16010070,PRIMAVERA LA [16010070],NORTE DE SANTANDER,CÚCUTA,8.2666666667,-72.45,15/02/1967,15/09/1991
16010080,DONJUANA LA 1 [16010080],NORTE DE SANTANDER,BOCHALEMA,7.7,-72.6,15/01/1953,15/01/1978
16010090,OROCUE [16010090],NORTE DE SANTANDER,HERRÁN,7.4333333333,-72.45,15/11/1985,15/05/1989
16010100,RICAURTE    [16010100],NORTE DE SANTANDER,CÚCUTA,8.0263611111,-72.3539722222,15/10/1985,
16010110,MANZANARES [16010110],NORTE DE SANTANDER,CHINÁCOTA,7.6127777778,-72.5908333333,15/09/1990,
16010150,LIMONCITO 1 [16010150],NORTE DE SANTANDER,CÚCUTA,8,-72.4166666667,15/08/1966,15/12/1973
16010170,ESCOBAL EL [16010170],NORTE DE SANTANDER,CÚCUTA,7.85,-72.5333333333,15/11/1967,15/11/1972
16010190,ROSARIO EL [16010190],NORTE DE SANTANDER,VILLA DEL ROSARIO,7.85,-72.5,15/11/1967,15/07/1977
16010290,ESPERANZA LA [16010290],NORTE DE SANTANDER,RAGONVALIA,7.5666666667,-72.5333333333,15/08/1962,15/12/1972
16010330,SAN FAUSTINO [16010330],NORTE DE SANTANDER,CÚCUTA,8.0666666667,-72.4166666667,15/11/1983,15/04/2002
16010340,TASAJERO    [16010340],NORTE DE SANTANDER,CÚCUTA,7.9930277778,-72.4617222222,15/03/1984,
16015010,APTO CAMILO DAZA ,NORTE DE SANTANDER,CÚCUTA,7.9302777778,-72.5091666667,15/02/1941,
16015020,ISER PAMPLONA ,NORTE DE SANTANDER,PAMPLONA,7.3731111111,-72.645,15/04/1972,
16015030,ESPERANZA LA [16015030],NORTE DE SANTANDER,RAGONVALIA,7.5697222222,-72.5338888889,15/11/1972,
16015040,STA ISABEL [16015040],NORTE DE SANTANDER,CÚCUTA,8.2333333333,-72.4333333333,15/05/1968,15/04/2002
16015050,SAN FAUSTINO [16015050],NORTE DE SANTANDER,CÚCUTA,8.0666666667,-72.4166666667,15/05/1968,15/11/1983
16015080,DAVE EL [16015080],NORTE DE SANTANDER,PUERTO SANTANDER,8.3166666667,-72.4166666667,15/09/1968,15/07/1971
16015090,TAMA PARQUE NAL ,NORTE DE SANTANDER,HERRÁN,7.4244444444,-72.4421111111,15/04/1989,
16015100,RAGONVALIA [16015100],NORTE DE SANTANDER,RAGONVALIA,7.5766666667,-72.4838888889,15/07/2000,
16015110,UNIV FRANCISO DE ,NORTE DE SANTANDER,CÚCUTA,7.8987777778,-72.4871666667,11/10/2005,
16015120,UNIV DE PAMPLONA ,NORTE DE SANTANDER,PAMPLONA,7.3609444444,-72.6660555556,13/10/2004,
16015130,ALCALDIA DE HERRAN ,NORTE DE SANTANDER,HERRÁN,7.5067222222,-72.4853611111,19/08/2005,
16015140,FCA.LA PALMITA ,NORTE DE SANTANDER,PAMPLONITA,7.5173611111,-72.6440833333,25/03/2010,
16015501,APTO CAMILO DAZA AUTOM ,NORTE DE SANTANDER,CÚCUTA,7.9316111111,-72.51125,10/06/2015,
16017010,AGUAS CLARAS [16017010],NORTE DE SANTANDER,CÚCUTA,8.2336111111,-72.4172222222,15/06/1966,
16017020,LA DONJUANA AUTOMATICA ,NORTE DE SANTANDER,CHINÁCOTA,7.6879722222,-72.6054722222,15/08/1972,
16017030,LA UCHEMA AUTOMATICA ,NORTE DE SANTANDER,VILLA DEL ROSARIO,7.6942222222,-72.474,15/10/1981,
16017040,PASO DE LOS RIOS ,NORTE DE SANTANDER,CÚCUTA,8.0333333333,-72.4166666667,15/10/1983,15/12/1996
16017070,OROCUE TAMA [16017070],NORTE DE SANTANDER,HERRÁN,7.4240833333,-72.4421944444,15/11/1989,
16020010,GRAMALOTE [16020010],NORTE DE SANTANDER,GRAMALOTE,7.8919444444,-72.7994444444,15/03/1958,
16020030,SANTIAGO CAIMITO ,NORTE DE SANTANDER,SANTIAGO,7.8641666667,-72.7161111111,15/03/1973,
16020050,ARBOLEDAS [16020050],NORTE DE SANTANDER,ARBOLEDAS,7.6444444444,-72.7997222222,15/05/1958,
16020060,BAGUECHE [16020060],NORTE DE SANTANDER,ARBOLEDAS,7.5836111111,-72.9275,15/03/1973,29/07/2009
16020080,CUCUTILLA [16020080],NORTE DE SANTANDER,CUCUTILLA,7.5341666667,-72.7727777778,15/09/1955,
16020090,MUTISCUA-LA CALDER ,NORTE DE SANTANDER,MUTISCUA,7.3,-72.75,15/07/1958,15/08/1976
16020110,CALDERA LA [16020110],NORTE DE SANTANDER,MUTISCUA,7.3169444444,-72.7183333333,15/01/1978,
16020120,BALCONES LOS [16020120],NORTE DE SANTANDER,CÚCUTA,8.1333333333,-72.45,15/11/1967,15/04/2002
16020130,BARRANCAS    [16020130],NORTE DE SANTANDER,CÚCUTA,8.2455,-72.5263055556,15/11/1967,
16020140,BOCATOMA RIO ZULIA  ,NORTE DE SANTANDER,CÚCUTA,8.0773333333,-72.5838888889,15/02/1966,
16020150,CASA BLANCA [16020150],NORTE DE SANTANDER,EL ZULIA,8.1833333333,-72.55,15/04/1964,15/05/1991
16020160,CNO SECO [16020160],NORTE DE SANTANDER,CÚCUTA,8.2166666667,-72.5166666667,15/07/1969,15/03/2002
16020170,CNO CUEVAS CHEVRON ,NORTE DE SANTANDER,CÚCUTA,8.2,-72.4833333333,15/07/1966,15/04/2002
16020180,CERRO PELAO [16020180],NORTE DE SANTANDER,CÚCUTA,8.0119444444,-72.5002777778,15/11/1967,
16020190,CORNEJO [16020190],NORTE DE SANTANDER,SAN CAYETANO,7.9013888889,-72.6341666667,15/05/1968,
16020200,GUADUAS [16020200],NORTE DE SANTANDER,CÚCUTA,8.0833333333,-72.5333333333,15/11/1967,15/08/1988
16020210,GUAYABAL [16020210],NORTE DE SANTANDER,CÚCUTA,8,-72.5,15/11/1967,15/04/2002
16020220,HOLANDA LA LONDRES ,NORTE DE SANTANDER,CÚCUTA,8.1833333333,-72.5166666667,15/10/1965,15/04/1979
16020230,COLORADA LA [16020230],NORTE DE SANTANDER,EL ZULIA,7.9666666667,-72.6166666667,15/11/1967,15/06/1986
16020240,PALMA LA [16020240],NORTE DE SANTANDER,CÚCUTA,8.2,-72.55,15/01/1961,15/03/2002
16020250,VACAS LAS   [16020250],NORTE DE SANTANDER,CÚCUTA,8.2191666667,-72.5245555556,15/09/1969,
16020260,CAMBULOS LOS ,NORTE DE SANTANDER,CÚCUTA,8.2833333333,-72.4666666667,15/07/1967,15/12/1978
16020270,SAN JOAQUIN [16020270],NORTE DE SANTANDER,CÚCUTA,8.2,-72.5,15/06/1971,15/04/2002
16020280,URIMACO    [16020280],NORTE DE SANTANDER,SAN CAYETANO,7.9008333333,-72.5925,15/12/1967,
16020290,PLOMO EL [16020290],NORTE DE SANTANDER,CÚCUTA,8.1666666667,-72.5166666667,15/09/1969,15/07/1977
16020300,VALE  MONTEVIDE ,NORTE DE SANTANDER,CÚCUTA,7.95,-72.6,15/01/1961,15/05/1978
16020310,LIMONCITO 2 [16020310],NORTE DE SANTANDER,CÚCUTA,8.0666666667,-72.5333333333,15/02/1967,15/12/1970
16020320,AGUABLANCA [16020320],NORTE DE SANTANDER,CÚCUTA,8.0361111111,-72.4836111111,15/04/1964,04/10/2013
16020340,PLANADAS [16020340],NORTE DE SANTANDER,CÚCUTA,8.2169444444,-72.4361111111,15/08/1967,
16020350,PTO LEON [16020350],NORTE DE SANTANDER,CÚCUTA,8.35,-72.45,15/01/1961,15/02/2002
16020360,PUERTO RICO [16020360],NORTE DE SANTANDER,CÚCUTA,8.1,-72.4666666667,15/01/1961,15/11/1988
16020370,PTO SANTANDER   ,NORTE DE SANTANDER,PUERTO SANTANDER,8.3594444444,-72.41,15/12/1966,
16020390,SALAZAR [16020390],NORTE DE SANTANDER,SALAZAR,7.7833333333,-72.8,15/01/1956,15/01/1973
16020510,LIMONCITO [16020510],NORTE DE SANTANDER,CÚCUTA,8.1,-72.5666666667,15/11/1981,15/02/2002
16020520,TERMOTASAJERO AUTOMATICA ,NORTE DE SANTANDER,DURANIA,7.8333333333,-72.6333333333,15/10/2004,29/09/2010
16025010,CARMEN DE TONCHALA ,NORTE DE SANTANDER,CÚCUTA,7.8488888889,-72.5661111111,15/10/1968,
16025020,RISARALDA [16025020],NORTE DE SANTANDER,EL ZULIA,8.2333333333,-72.5333333333,15/01/1952,15/08/2005
16025030,SALAZAR [16025030],NORTE DE SANTANDER,SALAZAR,7.7745833333,-72.8305555556,15/03/1973,
16025040,CINERA-VILLA OLGA ,NORTE DE SANTANDER,CÚCUTA,8.1677777778,-72.4686111111,15/09/1965,
16025050,LIMONCITO [16025050],NORTE DE SANTANDER,CÚCUTA,8.1,-72.5666666667,15/09/1968,15/11/1981
16025070,CEEZ ICA [16025070],NORTE DE SANTANDER,CÚCUTA,8.1833333333,-72.5166666667,15/11/1983,15/04/1989
16025080,H.J.C GJA [16025080],NORTE DE SANTANDER,CUCUTILLA,7.55,-72.7666666667,15/10/1994,15/08/1999
16027001,SAN JAVIER-PTE ZUL ,NORTE DE SANTANDER,SAN CAYETANO,7.8338888889,-72.6502777778,15/07/1958,
