cod,NOMBRE,DEPTO,MPIO,LATITUD,LONGITUD,FECHA_INST,FECHA_SUSP
25028240,NUEVO HORIZONTE ,BOLÍVAR,PINILLOS,8.8666666667,-74.35,15/09/1979,15/07/1981
25028250,CAMPO ALEGRE ,BOLÍVAR,BARRANCO DE LOBA,8.8833333333,-74.35,15/07/1976,15/07/1981
25028280,PLATANERA LA [25028280],BOLÍVAR,MARGARITA,8.95,-74.25,15/07/1976,15/07/1981
25028290,NUEVO PORVENIR ,BOLÍVAR,MARGARITA,8.9666666667,-74.2333333333,15/09/1979,15/07/1981
25028300,MARIAS LAS [25028300],BOLÍVAR,BARRANCO DE LOBA,8.9333333333,-74.1666666667,15/06/1976,15/07/1981
25028310,SAN MIGUEL [25028310],MAGDALENA,EL BANCO,9,-73.9833333333,15/06/1978,15/07/1981
25028320,SALTO EL [25028320],MAGDALENA,EL BANCO,9.0166666667,-74,15/07/1976,15/07/1981
25028330,LADRILLERAS [25028330],MAGDALENA,EL BANCO,9,-73.9666666667,15/09/1979,15/07/1981
25028340,JAGUA    [25028340],BOLÍVAR,MOMPÓS,9.0966666667,-74.6583333333,15/07/1976,
25028370,GUAYABAL [25028370],BOLÍVAR,BARRANCO DE LOBA,8.95,-74.1666666667,15/09/1974,15/07/1981
25028380,ZORRO 1 [25028380],BOLÍVAR,MOMPÓS,9.0333333333,-74.65,15/07/1976,15/07/1981
25028390,ZORRO 2 [25028390],BOLÍVAR,MOMPÓS,9.0333333333,-74.65,15/09/1974,15/07/1981
25028400,ZORRO 3 [25028400],BOLÍVAR,MOMPÓS,9.0333333333,-74.65,15/09/1974,15/07/1981
25028410,MANTEQUERA [25028410],BOLÍVAR,PINILLOS,8.8833333333,-74.45,15/09/1974,15/07/1981
25028420,VICTORIA 2 LA [25028420],BOLÍVAR,PINILLOS,8.95,-74.2333333333,15/09/1974,15/07/1981
25028430,COROZAL [25028430],SUCRE,COROZAL,9.3,-75.2833333333,15/09/1984,15/08/2003
25028440,BOMBA SUR [25028440],BOLÍVAR,MAGANGUÉ,9.2333333333,-74.7333333333,15/04/1987,15/07/1987
25028450,TACAMOCHO I   [25028450],BOLÍVAR,CÓRDOBA,9.4338888889,-74.7355555556,24/03/2011,
29010050,ZAMBRANO    [29010050],BOLÍVAR,ZAMBRANO,9.6994444444,-74.8155555556,15/11/1958,
29010120,CANONEGRO HDA ,BOLÍVAR,ZAMBRANO,9.7411111111,-74.9522222222,15/04/1974,
29010130,INDUGAN HDA [29010130],BOLÍVAR,ZAMBRANO,9.8144444444,-74.8522222222,15/04/1974,
29010140,VITOLA HDA [29010140],BOLÍVAR,SAN JUAN NEPOMUCENO,9.9166666667,-74.8833333333,15/08/1978,15/03/1979
29015000,EL GUAMO AUTOM  ,BOLÍVAR,EL GUAMO,10.0644444444,-74.8522222222,23/03/2004,
29015020,CARMEN DE BOLIVAR ,BOLÍVAR,EL CARMEN DE BOLÍVAR,9.71575,-75.1064166667,15/01/1931,
29015030,GUAMO EL   [29015030],BOLÍVAR,EL GUAMO,10.0644444444,-74.8522222222,15/05/1974,
29015040,CARMEN DE BOLIVAR ,BOLÍVAR,EL CARMEN DE BOLÍVAR,9.71575,-75.1064166667,01/03/2004,
29017010,TENERIFE [29017010],MAGDALENA,TENERIFE,9.9034722222,-74.8640833333,15/03/1973,
29027020,PTO BELLO [29027020],MAGDALENA,PLATO,9.8166666667,-74.8333333333,15/08/1972,15/03/1973
29030010,REPELON - IFA [29030010],ATLÁNTICO,REPELÓN,10.49,-75.1269444444,15/06/1954,15/11/1961
29030020,MANATI [29030020],ATLÁNTICO,MANATÍ,10.45,-74.9666666667,15/08/1958,15/10/1971
29030030,CALAMAR [29030030],BOLÍVAR,CALAMAR,10.2333333333,-74.9166666667,15/08/1958,15/10/1971
29030040,ARJONA [29030040],BOLÍVAR,ARJONA,10.2502777778,-75.3544444444,15/09/1958,
29030050,SAN ESTANISLAO ,BOLÍVAR,SAN ESTANISLAO,10.4041111111,-75.1618333333,15/08/1958,
29030060,MARIA LA BAJA [29030060],BOLÍVAR,MARÍA LA BAJA,9.9833333333,-75.3,15/05/1959,15/10/1971
29030070,COLU [29030070],BOLÍVAR,MARÍA LA BAJA,9.9166666667,-75.35,15/01/1965,15/12/1979
29030080,PTO SANTANDER ,BOLÍVAR,MARÍA LA BAJA,10.0044722222,-75.3191666667,15/01/1964,
29030090,MALAGANA [29030090],BOLÍVAR,MAHATES,10.15,-75.2166666667,15/10/1963,15/09/1971
29030110,RANCHO CHICO ,BOLÍVAR,MARÍA LA BAJA,9.9666666667,-75.3,15/07/1965,15/11/1978
29030120,HAYA LA [29030120],BOLÍVAR,SAN JUAN NEPOMUCENO,9.9666666667,-75.1833333333,15/11/1963,15/12/1970
29030130,FLAMENCO [29030130],BOLÍVAR,MARÍA LA BAJA,9.9691666667,-75.4002777778,15/12/1963,15/12/1965
29030140,SAN JOSE   [29030140],ATLÁNTICO,LURUACO,10.4394444444,-75.1083333333,15/10/1987,
29030150,SAN CRISTOBAL ,BOLÍVAR,SAN JACINTO,9.8680555556,-75.2502777778,15/11/1963,
29030160,FLAMENCO [29030160],BOLÍVAR,MARÍA LA BAJA,9.9691666667,-75.4002777778,15/11/1963,
29030170,GAMERO [29030170],BOLÍVAR,MAHATES,10.2002777778,-75.2019444444,15/02/1964,
29030200,SAN CAYETANO [29030200],BOLÍVAR,SAN JUAN NEPOMUCENO,10.0997222222,-75.1352777778,15/12/1963,
29030210,STA RITA [29030210],BOLÍVAR,SAN JUAN NEPOMUCENO,10.1,-75.1666666667,15/12/1963,15/10/1978
29030220,FLECHA LA HDA ,BOLÍVAR,MAHATES,10.15,-75.2166666667,15/09/1965,15/01/1978
29030270,LOMA GRANDE [29030270],ATLÁNTICO,REPELÓN,10.4338333333,-75.1315833333,15/09/1968,
29030280,SAN BASILIO [29030280],BOLÍVAR,MAHATES,10.0858333333,-75.2002777778,15/03/1969,
29030300,REBOSADERO [29030300],BOLÍVAR,SAN JACINTO,9.8833333333,-75.25,15/08/1969,15/04/2000
29030310,NISPERO EL [29030310],BOLÍVAR,MARÍA LA BAJA,9.9338888889,-75.4175,15/08/1969,
29030320,ROCHA [29030320],BOLÍVAR,ARJONA,10.1008333333,-75.4025,15/04/1974,
29030330,SAN BARRETO [29030330],ATLÁNTICO,SANTA LUCÍA,10.3166666667,-74.9666666667,15/08/1974,15/12/1976
29030350,SILVANO EL [29030350],ATLÁNTICO,MANATÍ,10.45,-74.9666666667,15/08/1969,15/09/1977
29030360,BANCO EL [29030360],ATLÁNTICO,REPELÓN,10.4833333333,-75.1666666667,15/10/1972,15/06/1986
29030370,STA ANA [29030370],BOLÍVAR,CARTAGENA DE INDIAS,10.2341666667,-75.5511111111,15/04/1974,
29030380,SABANAS DE MUCACAL  ,SUCRE,SAN ONOFRE,9.8798055556,-75.3886944444,15/11/1963,
29030390,CABECERA BARTOLO ,ATLÁNTICO,REPELÓN,10.4833333333,-75.15,15/08/1978,15/05/2002
29030400,BELLAVISTA [29030400],ATLÁNTICO,REPELÓN,10.45,-75.1166666667,15/08/1972,15/06/1976
29030410,CASA DE BOMBAS  ,ATLÁNTICO,REPELÓN,10.4083333333,-75.1272222222,15/05/1978,
29030420,CATIVA [29030420],BOLÍVAR,MAHATES,10.05,-75.2166666667,15/09/1979,15/02/2002
29030430,VISO EL [29030430],BOLÍVAR,MAHATES,10.1508333333,-75.2352777778,15/09/1973,
29030440,HONDURAS [29030440],BOLÍVAR,MARÍA LA BAJA,9.95,-75.3666666667,15/08/1979,15/11/1982
29030450,CALMA LA [29030450],BOLÍVAR,MARÍA LA BAJA,9.9329722222,-75.2623888889,15/04/1975,
29030460,MARIA LA BAJA [29030460],BOLÍVAR,MARÍA LA BAJA,9.9833333333,-75.3,15/08/1979,15/04/1989
29030470,MESA [29030470],BOLÍVAR,EL CARMEN DE BOLÍVAR,9.8,-75.3166666667,15/09/1979,15/02/2002
29030480,CAMARON [29030480],BOLÍVAR,EL CARMEN DE BOLÍVAR,9.8552777778,-75.3105555556,15/09/1979,
29030490,MIRANDA [29030490],BOLÍVAR,EL CARMEN DE BOLÍVAR,9.8166666667,-75.3166666667,15/04/1975,15/02/2002
29030500,CASA DE PIEDRA ,BOLÍVAR,SAN JACINTO,9.8738888889,-75.2158333333,15/04/1975,
29030510,ESPERANZA FCA LA ,BOLÍVAR,EL CARMEN DE BOLÍVAR,9.8708333333,-75.2855555556,15/01/1978,
29030520,MONTECRISTO [29030520],BOLÍVAR,SAN JUAN NEPOMUCENO,9.9493055556,-75.2171944444,15/04/1975,
29030530,PLATANO    [29030530],BOLÍVAR,MARÍA LA BAJA,9.9191666667,-75.2358333333,15/04/1975,
29030570,HAYA LA [29030570],BOLÍVAR,SAN JUAN NEPOMUCENO,9.9583333333,-75.1861111111,15/01/1964,
29030600,GAMBOTE [29030600],BOLÍVAR,ARJONA,10.1622222222,-75.2986111111,15/03/1964,15/07/1971
29030610,AY MATUYA [29030610],BOLÍVAR,MARÍA LA BAJA,9.9,-75.2833333333,15/03/1973,15/10/1977
29030640,CABECERA HENEQUEN ,ATLÁNTICO,REPELÓN,10.5166666667,-75.1166666667,15/10/1978,15/05/2002
29030650,CABECERA EL POLVAR ,ATLÁNTICO,REPELÓN,10.5,-75.15,15/10/1978,15/05/2002
29030680,GAMERO [29030680],BOLÍVAR,MAHATES,10.2002777778,-75.2019444444,15/07/1966,15/06/1968
29030710,COLU NUEVO [29030710],BOLÍVAR,MARÍA LA BAJA,9.9333333333,-75.35,15/09/1979,15/02/2002
29030730,SINCERIN [29030730],BOLÍVAR,ARJONA,10.1425833333,-75.2782777778,15/10/1940,15/03/1946
29030780,MAMPUJAN    [29030780],BOLÍVAR,MARÍA LA BAJA,9.9836111111,-75.2275,15/07/1983,
29035000,SINCERIN [29035000],BOLÍVAR,ARJONA,10.1425833333,-75.2782777778,05/05/2013,
29035010,SINCERIN [29035010],BOLÍVAR,ARJONA,10.1425833333,-75.2782777778,15/10/1940,15/02/1981
29035030,PRESA AY GRANDE ,BOLÍVAR,MARÍA LA BAJA,9.8794444444,-75.3265833333,15/08/1969,
29035040,NUEVA FLORIDA   ,BOLÍVAR,MARÍA LA BAJA,9.9441666667,-75.3513888889,15/01/1963,
29035050,BELLA FUENTE [29035050],ATLÁNTICO,SABANALARGA,10.65,-75.0166666667,15/09/1963,15/03/1971
29035060,VERACRUZ [29035060],ATLÁNTICO,REPELÓN,10.5666666667,-75.0833333333,15/01/1963,15/12/1977
29035070,REPELON    [29035070],ATLÁNTICO,REPELÓN,10.49,-75.1269444444,15/09/1963,
29035080,NORMAL MANATI ,ATLÁNTICO,MANATÍ,10.4535833333,-74.9546388889,15/10/1963,
29035090,ING SANTA CRUZ ,BOLÍVAR,MAHATES,10.1333333333,-75.25,15/02/1968,15/09/1976
29035110,SAN PABLO [29035110],BOLÍVAR,MARÍA LA BAJA,10.0431666667,-75.2586111111,15/10/1963,
29035120,LIMON EL [29035120],ATLÁNTICO,MANATÍ,10.4166666667,-75.0666666667,15/12/1965,15/05/2002
29035130,STA LUCIA GJA [29035130],ATLÁNTICO,SANTA LUCÍA,10.3166666667,-74.95,15/03/1968,15/11/1987
29035140,AGUAS BLANCAS ,BOLÍVAR,MARÍA LA BAJA,9.9166666667,-75.3333333333,15/11/1963,15/11/1971
29035150,LAMINAS DEL CARIBE ,SUCRE,SAN ONOFRE,10.0166666667,-75.45,15/03/1978,15/07/1979
29035170,SINCERIN [29035170],BOLÍVAR,ARJONA,10.1425833333,-75.2782777778,15/11/1963,
29035180,PRESA AY MATUYA ,BOLÍVAR,MARÍA LA BAJA,9.9284722222,-75.2799166667,15/01/1976,28/08/2014
29035200,REPELON AUTOM   ,ATLÁNTICO,REPELÓN,10.49,-75.1269444444,12/09/2007,
29037001,TAMBO EL AUTOM  AUT ,BOLÍVAR,ARJONA,10.1843888889,-75.2830555556,27/04/2012,
29037002,JUAN GOMEZ AUTOM  ,BOLÍVAR,ARJONA,10.0919305556,-75.4106861111,01/05/2016,
29037003,PALOTAL    AUT (29037003),BOLÍVAR,ARJONA,10.0939083333,-75.4919055556,,
29037020,CALAMAR [29037020],BOLÍVAR,CALAMAR,10.2538611111,-74.9116944444,15/07/1940,
29037040,INDERENA [29037040],ATLÁNTICO,MANATÍ,10.4,-75.0666666667,15/12/1984,15/02/1985
29037060,REPELON [29037060],ATLÁNTICO,REPELÓN,10.49,-75.1269444444,15/07/1958,15/02/1960
29037080,GAMBOTE CANAL DEL ,BOLÍVAR,ARJONA,10.1622222222,-75.2986111111,27/04/2012,
29037090,VILLARROSA-COMPUER ,ATLÁNTICO,REPELÓN,10.4166666667,-75.15,15/05/1963,15/02/1985
29037100,PRESA AY GRANDE ,BOLÍVAR,MARÍA LA BAJA,9.8751944444,-75.3265,15/10/1963,
29037110,MAHATES [29037110],BOLÍVAR,MAHATES,10.25,-75.2,15/09/1963,15/08/1977
29037140,MAJAGUA [29037140],BOLÍVAR,MARÍA LA BAJA,10.0333333333,-75.2666666667,15/08/1964,15/09/1986
29037180,CAMPAMENTO [29037180],BOLÍVAR,MARÍA LA BAJA,9.9666666667,-75.2833333333,15/01/1965,15/12/1995
29037190,PRESA AY MATUYA  ,BOLÍVAR,MARÍA LA BAJA,9.9275,-75.3091666667,15/01/1965,
29037220,COMPUERTAS [29037220],BOLÍVAR,MARÍA LA BAJA,9.9333333333,-75.3166666667,15/01/1968,15/01/1991
29037230,BOQUITAS [29037230],ATLÁNTICO,SANTA LUCÍA,10.3666666667,-75.0166666667,15/12/1984,15/04/1986
29037330,BOQUITAS [29037330],ATLÁNTICO,SANTA LUCÍA,10.35,-75,15/12/1984,15/02/2001
29037360,INKORA K-7 [29037360],ATLÁNTICO,SANTA LUCÍA,10.3028083333,-74.9465583333,15/08/1972,31/05/2011
29037370,STA HELENA 1  [29037370],BOLÍVAR,MARÍA LA BAJA,10.0586111111,-75.4027777778,15/06/1978,
29037380,PTO SANTANDER 1 ,BOLÍVAR,MARÍA LA BAJA,10,-75.3166666667,15/06/1978,15/09/1984
29037390,CORREA 2   [29037390],BOLÍVAR,MARÍA LA BAJA,10.0444444444,-75.4047222222,15/05/1978,
29037400,CORREA 1 [29037400],BOLÍVAR,MARÍA LA BAJA,10.0569722222,-75.4052777778,15/06/1978,28/08/2014
29037410,CRUCE OLEODUCTO ,BOLÍVAR,ARJONA,10.0666666667,-75.3833333333,15/06/1978,15/11/1982
29037420,SALIDA EMB MATUYA ,BOLÍVAR,MARÍA LA BAJA,9.9333333333,-75.3,15/01/1978,15/05/2002
29037440,CERRITOS LOS [29037440],BOLÍVAR,MARÍA LA BAJA,10.05,-75.3833333333,15/06/1978,15/11/1982
29037450,STA HELENA 2  [29037450],BOLÍVAR,ARJONA,10.0680555556,-75.4358333333,15/06/1978,
29037460,PTO SANTANDER   ,BOLÍVAR,MARÍA LA BAJA,10.0069444444,-75.3188888889,15/12/1979,
29037470,ALTAMIRA [29037470],BOLÍVAR,MARÍA LA BAJA,9.9666666667,-75.3333333333,15/12/1979,15/11/1982
29037480,RADIAL PPAL 12 [29037480],BOLÍVAR,MARÍA LA BAJA,10.1,-75.2666666667,15/03/1980,15/05/2002
29037490,RADIAL PPAL 8 [29037490],BOLÍVAR,MARÍA LA BAJA,10.05,-75.2666666667,15/03/1980,15/04/1993
29037500,RADIAL PPAL 6 [29037500],BOLÍVAR,MARÍA LA BAJA,10.0333333333,-75.2833333333,15/03/1980,15/04/1993
29037510,AHUYAMAL [29037510],ATLÁNTICO,MANATÍ,10.4666666667,-75.1166666667,15/12/1984,15/02/1985
29037610,KILOMETRO 107   ,BOLÍVAR,CARTAGENA DE INDIAS,10.2280555556,-75.5230555556,15/04/1981,
29037620,BARBACOAS [29037620],BOLÍVAR,CARTAGENA DE INDIAS,10.2333333333,-75.5166666667,15/04/1981,15/01/1991
29037630,EMBALSE MATUYA ,BOLÍVAR,MARÍA LA BAJA,9.9333333333,-75.2833333333,15/01/1978,15/03/1982
29037640,AY MORENA [29037640],BOLÍVAR,EL CARMEN DE BOLÍVAR,9.85,-75.25,15/01/1978,15/02/1978
29037660,COMPUERTA RADIAL ,BOLÍVAR,MARÍA LA BAJA,9.95,-75.2833333333,15/12/1979,15/01/1980
29037670,RADIAL PPAL 4 [29037670],BOLÍVAR,MARÍA LA BAJA,9.95,-75.3,15/12/1979,15/05/2002
29037680,SALIDA EMB GRANDE ,BOLÍVAR,MARÍA LA BAJA,9.8833333333,-75.35,15/12/1981,15/08/2003
29037701,GUAJARO COMPUERTAS ,BOLÍVAR,SAN CRISTOBAL,10.4097222222,-75.0741611111,28/03/2014,
29037702,CAPOTE AUTOM ,BOLÍVAR,MAHATES,10.2784444444,-75.1653333333,01/04/2014,
29037720,ESTRUCTURA K 1+870 ,BOLÍVAR,MARÍA LA BAJA,9.9833333333,-75.3,15/01/1980,15/05/2002
29037730,AY MARIA MATAMBA ,BOLÍVAR,EL CARMEN DE BOLÍVAR,9.8666666667,-75.25,15/01/1978,15/02/1978
29037740,PAVA [29037740],BOLÍVAR,MARÍA LA BAJA,10.0833333333,-75.25,15/06/1983,15/01/1991
29037750,MESITA    [29037750],BOLÍVAR,EL CARMEN DE BOLÍVAR,9.8719444444,-75.3033333333,15/06/1983,
29037760,ESPERANZA LA   [29037760],BOLÍVAR,EL CARMEN DE BOLÍVAR,9.8716666667,-75.2752777778,15/06/1983,
29037770,SAN CRISTOBAL   ,BOLÍVAR,SAN JACINTO,9.8861111111,-75.2486111111,15/06/1983,
29037780,ARRASTRE EL [29037780],BOLÍVAR,ARJONA,10.0833333333,-75.4,15/02/1978,15/10/1982
29037790,CASA DE BOMBAS ,ATLÁNTICO,REPELÓN,10.5,-75.1166666667,15/08/1983,15/09/2005
29037800,COMPUERTAS C DIQUE ,ATLÁNTICO,MANATÍ,10.4096111111,-75.0740277778,15/08/1983,
29037810,COMPUERTAS GUAJARO ,ATLÁNTICO,MANATÍ,10.4,-75.0666666667,15/08/1983,15/09/2005
29037820,PTE CALAMAR AUTOM  ,BOLÍVAR,CALAMAR,10.2617777778,-74.9125,25/10/2011,
29037880,RADIAL PASTON ,BOLÍVAR,MAHATES,10.0833333333,-75.25,15/03/1984,15/05/2002
29040020,MONTEBELLO [29040020],ATLÁNTICO,BARANOA,10.7085,-74.9078333333,15/12/1985,
29040070,PONEDERA [29040070],ATLÁNTICO,PONEDERA,10.6417777778,-74.7707222222,15/03/1959,
29040080,POLONUEVO [29040080],ATLÁNTICO,POLONUEVO,10.779,-74.8579166667,15/03/1959,
29040190,SABANALARGA [29040190],ATLÁNTICO,SABANALARGA,10.6367222222,-74.9188888889,15/03/1959,
29040200,LENA    [29040200],ATLÁNTICO,CANDELARIA,10.5217222222,-74.8907777778,15/06/1969,
29040230,PTO COLOMBIA [29040230],ATLÁNTICO,PUERTO COLOMBIA,10.9883333333,-74.9696666667,15/04/1974,
29040240,USIACURI    [29040240],ATLÁNTICO,USIACURÍ,10.7447222222,-74.9805555556,15/02/1964,
29040250,CAMPO DE LA CRUZ ,ATLÁNTICO,CAMPO DE LA CRUZ,10.3766388889,-74.8884166667,15/09/1978,
29040260,CANDELARIA [29040260],ATLÁNTICO,CANDELARIA,10.4551111111,-74.8868888889,15/09/1978,
29040270,RABON EL HDA  [29040270],ATLÁNTICO,SANTA LUCÍA,10.3869444444,-74.9627777778,15/09/1978,
29040290,CAMPANOS LOS ,ATLÁNTICO,SABANALARGA,10.5577777778,-74.9717777778,15/08/1978,
29040300,PTO GIRALDO [29040300],ATLÁNTICO,PONEDERA,10.5078888889,-74.8222777778,15/09/1978,
29040310,SAN PEDRITO ALERTA ,ATLÁNTICO,SUAN,10.2778888889,-74.9202222222,15/09/1978,
29040390,GALLEGO [29040390],ATLÁNTICO,SABANALARGA,10.6166666667,-75,15/09/1969,15/07/1976
29040400,JUAN DE ACOSTA ,ATLÁNTICO,JUAN DE ACOSTA,10.8333333333,-75.0333333333,15/03/1959,15/10/1971
29040410,USIACURI [29040410],ATLÁNTICO,USIACURÍ,10.7447222222,-74.9805555556,15/11/1963,15/07/1971
29040450,BARRANQUILLA SEDE ,ATLÁNTICO,BARRANQUILLA,10.9976111111,-74.7967222222,01/11/2007,
29045000,SABANALARGA AUTOMATICA ,ATLÁNTICO,SABANALARGA,10.6367222222,-74.9188888889,05/05/2013,
29045020,A.E CORTISSOZ   [29045020],ATLÁNTICO,SOLEDAD,10.9177777778,-74.7797222222,15/05/1940,
29045030,SABANALARGA [29045030],ATLÁNTICO,SABANALARGA,10.6367222222,-74.9188888889,15/09/1931,15/12/1942
29045090,MALAMBITO [29045090],ATLÁNTICO,SUAN,10.3,-74.9,15/10/1969,15/08/1978
29045100,BASE NAVAL [29045100],ATLÁNTICO,BARRANQUILLA,11,-74.7833333333,15/06/1973,15/09/1992
29045110,JUAN DE ACOSTA  ,ATLÁNTICO,JUAN DE ACOSTA,10.8338888889,-75.0461111111,15/01/1964,
29045120,FLORES LAS   [29045120],ATLÁNTICO,BARRANQUILLA,11.04,-74.8208333333,15/04/1971,
29045180,LAS FLORES AUTOM  ,ATLÁNTICO,BARRANQUILLA,11.04,-74.8208333333,31/08/2006,06/01/2016
29045190,A.E.CORTISSOZ AUTOM   ,ATLÁNTICO,SOLEDAD,10.9177777778,-74.7797222222,04/05/2005,
29045200,ESC NAVAL BARRANQUILLA ,ATLÁNTICO,BARRANQUILLA,11.0063888889,-74.785,10/06/2016,
29047000,TEBSA BQUILLA ,ATLÁNTICO,SOLEDAD,10.9366388889,-74.7598888889,05/05/2013,
29047060,PLANTA EL RIO [29047060],ATLÁNTICO,BARRANQUILLA,10.9666666667,-74.7666666667,15/06/1978,15/01/1988
29047070,SAN PEDRITO AUTOMATICA,ATLÁNTICO,SUAN,10.2682222222,-74.9078611111,15/05/1978,
29047080,DARCENA BARRANQUIL   ,ATLÁNTICO,BARRANQUILLA,10.9663888889,-74.76,02/09/2006,
29051001,SANTA HELENA-AUT ,BOLÍVAR,ARJONA,10.0631111111,-75.4007777778,07/11/2017,
29057001,SAN CRISTOBAL ,BOLÍVAR,SAN CRISTOBAL,10.3922777778,-75.0614444444,01/04/2014,
29057002,LEQUERICA AUTOM   AUT  ,BOLÍVAR,CARTAGENA DE INDIAS,10.2376666667,-75.5188611111,01/04/2016,
29057003,MACHADO  AUT  ,BOLÍVAR,ARROYOHONDO,10.2347222222,-74.9689722222,01/10/2014,
29057005,JOBO AUTOM   (29057005),BOLÍVAR,CALAMAR,10.3298694444,-75.0448638889,01/04/2014,
29057006,MARIA LA BAJA AUTOM.  ,BOLÍVAR,MARÍA LA BAJA,9.9833333333,-75.3,,
37017020,PTE TRUTE [37017020],NORTE DE SANTANDER,SILOS,7.2333333333,-72.7666666667,15/02/1985,15/02/1988
31015010,TRUENO EL [31015010],GUAVIARE,SAN JOSÉ DEL GUAVIARE,2.3727777778,-72.64,15/05/1982,
31090010,GUAYARE [31090010],GUAINÍA,INÍRIDA,3.9576388889,-67.8353333333,15/06/1983,
31095010,PTO INIRIDA [31095010],GUAINÍA,INÍRIDA,3.8676666667,-67.9316944444,15/11/1972,
31095030,PTO INIRIDA AUTOMATICA ,GUAINÍA,INÍRIDA,3.8676666667,-67.9316944444,27/03/2003,
31097010,GUAYARE [31097010],GUAINÍA,INÍRIDA,3.9576388889,-67.8322777778,15/12/1983,
31097020,PTO INIRIDA [31097020],GUAINÍA,INÍRIDA,3.8744166667,-67.9190555556,15/02/1984,
32010010,MARIPOSA LA [32010010],META,URIBE,2.5628333333,-74.1030833333,15/06/1983,
32017010,MARIPOSA LA [32017010],META,URIBE,2.5628333333,-74.1030833333,15/02/1983,15/05/1985
32020010,BOCAS DEL DUDA ,META,LA MACARENA,2.5333333333,-73.9333333333,15/06/1983,15/10/1983
32020020,URIBE LA [32020020],META,URIBE,3.2432222222,-74.3537222222,15/03/1993,
32030010,BALSORA LA [32030010],META,LA MACARENA,2.4383888889,-73.9322777778,15/06/1983,15/12/1983
32030020,RAUDAL UNO [32030020],META,LA MACARENA,2.3225,-73.9438888889,15/06/1983,
32035010,MACARENA LA   [32035010],META,LA MACARENA,2.1761111111,-73.7933333333,15/10/1967,
32035020,BALSORA LA   [32035020],META,LA MACARENA,2.4383888889,-73.9322777778,15/12/1983,
32037010,BALSORA LA   [32037010],META,LA MACARENA,2.4383888889,-73.9322777778,15/02/1983,
32037020,RAUDAL UNO [32037020],META,LA MACARENA,2.3225,-73.9438888889,15/02/1983,15/03/2000
32037030,MACARENA LA   [32037030],META,LA MACARENA,2.1856388889,-73.79225,15/02/1983,
32040010,CATALINA LA [32040010],GUAVIARE,SAN JOSÉ DEL GUAVIARE,2.3546666667,-73.5809444444,15/06/1983,
32040020,ISLA DEL MUERTO ,GUAVIARE,SAN JOSÉ DEL GUAVIARE,2.3742777778,-73.1663888889,15/06/1983,
32040030,RAUDAL DOS [32040030],GUAVIARE,SAN JOSÉ DEL GUAVIARE,2.5833333333,-72.8666666667,15/06/1983,15/12/1984
32045010,BOCAS DEL ARIARI ,GUAVIARE,SAN JOSÉ DEL GUAVIARE,2.5833333333,-72.7833333333,15/09/1967,15/08/1982
32047010,RAUDAL DOS [32047010],GUAVIARE,SAN JOSÉ DEL GUAVIARE,2.5833333333,-72.8666666667,15/07/1980,
32047020,BAJO GUAYABERO ,GUAVIARE,SAN JOSÉ DEL GUAVIARE,2.6136944444,-72.81375,15/07/1980,20/09/2013
32047030,CATALINA LA [32047030],GUAVIARE,SAN JOSÉ DEL GUAVIARE,2.3546666667,-73.5809444444,15/02/1983,
32047040,ISLA DEL MUERTO ,GUAVIARE,SAN JOSÉ DEL GUAVIARE,2.3742777778,-73.1663888889,15/02/1983,20/09/2013
32060020,MESA DE YAMANES ,META,EL CASTILLO,3.5309444444,-73.9010833333,15/01/1969,
32060030,SAN LUIS CUBARRAL ,META,CUBARRAL,3.7907222222,-73.8427777778,15/01/1969,
32060050,LEJANIAS [32060050],META,LEJANÍAS,3.5333333333,-74.0166666667,15/09/1979,15/07/1990
32060060,CALIME [32060060],META,EL DORADO,3.7423333333,-73.8346944444,15/07/1978,
32060090,LEJANIAS CASTILLO ,META,LEJANÍAS,3.5762222222,-74.0596388889,15/12/1983,
32060100,PUERTO ANGOSTURAS ,META,CUBARRAL,3.7926666667,-73.9224722222,15/03/2001,
32065010,LEJANIAS [32065010],META,LEJANÍAS,3.5333333333,-74.0166666667,15/03/1989,
32067020,LEJANIAS [32067020],META,LEJANÍAS,3.5333333333,-74.0166666667,15/12/1983,25/02/2011
32067030,PTO ANGOSTURAS ,META,CUBARRAL,3.7926666667,-73.9224722222,15/12/1991,
32070010,CAMPO ALEGRE ,META,VISTAHERMOSA,3.2,-73.75,15/09/1979,
32070020,CAÑO BLANCO [32070020],META,FUENTE DE ORO,3.25,-73.5166666667,15/09/1979,
32070030,MICOS LOS [32070030],META,SAN JUAN DE ARAMA,3.3163888889,-73.8921666667,15/09/1979,
32070040,PINALITO [32070040],META,VISTAHERMOSA,2.9833333333,-73.6333333333,15/09/1978,
32070050,PTO LLERAS [32070050],META,PUERTO LLERAS,3.2833333333,-73.3833333333,15/07/1979,15/06/1990
32070060,FUENTE DE ORO ,META,FUENTE DE ORO,3.4666666667,-73.6333333333,15/07/1979,
32070080,TIERRA GRATA [32070080],META,PUERTO LLERAS,3.0875,-73.2263888889,15/06/1983,
32070090,PEÑAS BLANCAS ,META,SAN JUAN DE ARAMA,3.3166666667,-73.9166666667,15/12/1983,
32070100,SAN JUAN DE ARAMA ,META,SAN JUAN DE ARAMA,3.3750833333,-73.8919444444,15/12/1983,
32070110,AGUAS CLARAS [32070110],META,GRANADA,3.4720277778,-73.8578333333,15/04/1989,
